sand,chapter_no,chapter,level,matn,sand_length,matn_length
حدثنا موسى بن إسماعيل حدثنا عمرو بن يحيى بن سعيد قال أخبرني جدي عن أبي هريرة رضى الله عنه أنه كان يحمل مع النبي صلى الله عليه وسلم إداوة لوضوئه وحاجته فبينما هو يتبعه بها فقال  من هذا  فقال أنا أبو هريرة فقال  ابغني أحجارا أستنفض بها ولا تأتني بعظم ولا بروثة  فأتيته بأحجار أحملها في طرف ثوبي حتى وضعت إلى جنبه ثم انصرفت حتى إذا فرغ مشيت فقلت ما بال العظم والروثة قال  هما من طعام الجن وإنه أتاني وفد جن نصيبين ونعم الجن فسألوني الزاد فدعوت الله لهم أن لا يمروا بعظم ولا بروثة إلا وجدوا عليها طعاما ,63.0,Merits of the Helpers in Madinah (Ansaar) - كتاب مناقب الأنصار,صعب,أنه كان يحمل مع النبي صلى الله عليه وسلم إداوة لوضوئه وحاجته فبينما هو يتبعه بها فقال  من هذا  فقال أنا أبو هريرة فقال  ابغني أحجارا أستنفض بها ولا تأتني بعظم ولا بروثة  فأتيته بأحجار أحملها في طرف ثوبي حتى وضعت إلى جنبه ثم انصرفت حتى إذا فرغ مشيت فقلت ما بال العظم والروثة قال  هما من طعام الجن وإنه أتاني وفد جن نصيبين ونعم الجن فسألوني الزاد فدعوت الله لهم أن لا يمروا بعظم ولا بروثة إلا وجدوا عليها طعاما ,540.0,446
حدثني عمرو بن عباس حدثنا عبد الرحمن بن مهدي حدثنا المثنى عن أبي جمرة عن ابن عباس رضى الله عنهما قال لما بلغ أبا ذر مبعث النبي صلى الله عليه وسلم قال لأخيه اركب إلى هذا الوادي فاعلم لي علم هذا الرجل الذي يزعم أنه نبي يأتيه الخبر من السماء واسمع من قوله ثم ائتني فانطلق الأخ حتى قدمه وسمع من قوله ثم رجع إلى أبي ذر فقال له رأيته يأمر بمكارم الأخلاق وكلاما ما هو بالشعر فقال ما شفيتني مما أردت فتزود وحمل شنة له فيها ماء حتى قدم مكة فأتى المسجد فالتمس النبي صلى الله عليه وسلم ولا يعرفه وكره أن يسأل عنه حتى أدركه بعض الليل فرآه علي فعرف أنه غريب فلما رآه تبعه فلم يسأل واحد منهما صاحبه عن شىء حتى أصبح ثم احتمل قربته وزاده إلى المسجد وظل ذلك اليوم ولا يراه النبي صلى الله عليه وسلم حتى أمسى فعاد إلى مضجعه فمر به علي فقال أما نال للرجل أن يعلم منزله فأقامه فذهب به معه لا يسأل واحد منهما صاحبه عن شىء حتى إذا كان يوم الثالث فعاد علي مثل ذلك فأقام معه ثم قال ألا تحدثني ما الذي أقدمك قال إن أعطيتني عهدا وميثاقا لترشدنني فعلت ففعل فأخبره قال فإنه حق وهو رسول الله صلى الله عليه وسلم فإذا أصبحت فاتبعني فإني إن رأيت شيئا أخاف عليك قمت كأني أريق الماء فإن مضيت فاتبعني حتى تدخل مدخلي ففعل فانطلق يقفوه حتى دخل على النبي صلى الله عليه وسلم ودخل معه فسمع من قوله وأسلم مكانه فقال له النبي صلى الله عليه وسلم  ارجع إلى قومك فأخبرهم حتى يأتيك أمري  قال والذي نفسي بيده لأصرخن بها بين ظهرانيهم فخرج حتى أتى المسجد فنادى بأعلى صوته أشهد أن لا إله إلا الله وأن محمدا رسول الله ثم قام القوم فضربوه حتى أضجعوه وأتى العباس فأكب عليه قال ويلكم ألستم تعلمون أنه من غفار وأن طريق تجاركم إلى الشأم فأنقذه منهم ثم عاد من الغد لمثلها فضربوه وثاروا إليه فأكب العباس عليه,63.0,Merits of the Helpers in Madinah (Ansaar) - كتاب مناقب الأنصار,صعب,لما بلغ أبا ذر مبعث النبي صلى الله عليه وسلم قال لأخيه اركب إلى هذا الوادي فاعلم لي علم هذا الرجل الذي يزعم أنه نبي يأتيه الخبر من السماء واسمع من قوله ثم ائتني فانطلق الأخ حتى قدمه وسمع من قوله ثم رجع إلى أبي ذر فقال له رأيته يأمر بمكارم الأخلاق وكلاما ما هو بالشعر فقال ما شفيتني مما أردت فتزود وحمل شنة له فيها ماء حتى قدم مكة فأتى المسجد فالتمس النبي صلى الله عليه وسلم ولا يعرفه وكره أن يسأل عنه حتى أدركه بعض الليل فرآه علي فعرف أنه غريب فلما رآه تبعه فلم يسأل واحد منهما صاحبه عن شىء حتى أصبح ثم احتمل قربته وزاده إلى المسجد وظل ذلك اليوم ولا يراه النبي صلى الله عليه وسلم حتى أمسى فعاد إلى مضجعه فمر به علي فقال أما نال للرجل أن يعلم منزله فأقامه فذهب به معه لا يسأل واحد منهما صاحبه عن شىء حتى إذا كان يوم الثالث فعاد علي مثل ذلك فأقام معه ثم قال ألا تحدثني ما الذي أقدمك قال إن أعطيتني عهدا وميثاقا لترشدنني فعلت ففعل فأخبره قال فإنه حق وهو رسول الله صلى الله عليه وسلم فإذا أصبحت فاتبعني فإني إن رأيت شيئا أخاف عليك قمت كأني أريق الماء فإن مضيت فاتبعني حتى تدخل مدخلي ففعل فانطلق يقفوه حتى دخل على النبي صلى الله عليه وسلم ودخل معه فسمع من قوله وأسلم مكانه فقال له النبي صلى الله عليه وسلم  ارجع إلى قومك فأخبرهم حتى يأتيك أمري  قال والذي نفسي بيده لأصرخن بها بين ظهرانيهم فخرج حتى أتى المسجد فنادى بأعلى صوته أشهد أن لا إله إلا الله وأن محمدا رسول الله ثم قام القوم فضربوه حتى أضجعوه وأتى العباس فأكب عليه قال ويلكم ألستم تعلمون أنه من غفار وأن طريق تجاركم إلى الشأم فأنقذه منهم ثم عاد من الغد لمثلها فضربوه وثاروا إليه فأكب العباس عليه,1616.0,1512
حدثنا قتيبة بن سعيد حدثنا سفيان عن إسماعيل عن قيس قال سمعت سعيد بن زيد بن عمرو بن نفيل في مسجد الكوفة يقول والله لقد رأيتني وإن عمر لموثقي على الإسلام قبل أن يسلم عمر ولو أن أحدا ارفض للذي صنعتم بعثمان لكان محقوقا أن يرفض,63.0,Merits of the Helpers in Madinah (Ansaar) - كتاب مناقب الأنصار,صعب,سمعت سعيد بن زيد بن عمرو بن نفيل في مسجد الكوفة يقول والله لقد رأيتني وإن عمر لموثقي على الإسلام قبل أن يسلم عمر ولو أن أحدا ارفض للذي صنعتم بعثمان لكان محقوقا أن يرفض,230.0,172
حدثني محمد بن كثير أخبرنا سفيان عن إسماعيل بن أبي خالد عن قيس بن أبي حازم عن عبد الله بن مسعود رضى الله عنه قال ما زلنا أعزة منذ أسلم عمر,63.0,Merits of the Helpers in Madinah (Ansaar) - كتاب مناقب الأنصار,سهل,ما زلنا أعزة منذ أسلم عمر,144.0,28
حدثنا يحيى بن سليمان قال حدثني ابن وهب قال حدثني عمر بن محمد قال فأخبرني جدي زيد بن عبد الله بن عمر عن أبيه قال بينما هو في الدار خائفا إذ جاءه العاص بن وائل السهمي أبو عمرو عليه حلة حبرة وقميص مكفوف بحرير وهو من بني سهم وهم حلفاؤنا في الجاهلية فقال له ما بالك قال زعم قومك أنهم سيقتلوني إن أسلمت قال لا سبيل إليك بعد أن قالها أمنت فخرج العاص فلقي الناس قد سال بهم الوادي فقال أين تريدون فقالوا نريد هذا ابن الخطاب الذي صبا قال لا سبيل إليه فكر الناس,63.0,Merits of the Helpers in Madinah (Ansaar) - كتاب مناقب الأنصار,صعب,بينما هو في الدار خائفا إذ جاءه العاص بن وائل السهمي أبو عمرو عليه حلة حبرة وقميص مكفوف بحرير وهو من بني سهم وهم حلفاؤنا في الجاهلية فقال له ما بالك قال زعم قومك أنهم سيقتلوني إن أسلمت قال لا سبيل إليك بعد أن قالها أمنت فخرج العاص فلقي الناس قد سال بهم الوادي فقال أين تريدون فقالوا نريد هذا ابن الخطاب الذي صبا قال لا سبيل إليه فكر الناس,477.0,360
حدثنا علي بن عبد الله حدثنا سفيان قال عمرو بن دينار سمعته قال قال عبد الله بن عمر رضى الله عنهما لما أسلم عمر اجتمع الناس عند داره وقالوا صبا عمر وأنا غلام فوق ظهر بيتي فجاء رجل عليه قباء من ديباج فقال قد صبا عمر فما ذاك فأنا له جار قال فرأيت الناس تصدعوا عنه فقلت من هذا قالوا العاص بن وائل,63.0,Merits of the Helpers in Madinah (Ansaar) - كتاب مناقب الأنصار,صعب,لما أسلم عمر اجتمع الناس عند داره وقالوا صبا عمر وأنا غلام فوق ظهر بيتي فجاء رجل عليه قباء من ديباج فقال قد صبا عمر فما ذاك فأنا له جار قال فرأيت الناس تصدعوا عنه فقلت من هذا قالوا العاص بن وائل,306.0,207
حدثنا يحيى بن سليمان قال حدثني ابن وهب قال حدثني عمر أن سالما حدثه عن عبد الله بن عمر قال ما سمعت عمر لشىء قط يقول إني لأظنه كذا إلا كان كما يظن بينما عمر جالس إذ مر به رجل جميل فقال لقد أخطأ ظني أو إن هذا على دينه في الجاهلية أو لقد كان كاهنهم على الرجل فدعي له فقال له ذلك فقال ما رأيت كاليوم استقبل به رجل مسلم قال فإني أعزم عليك إلا ما أخبرتني قال كنت كاهنهم في الجاهلية قال فما أعجب ما جاءتك به جنيتك قال بينما أنا يوما في السوق جاءتني أعرف فيها الفزع فقالت ألم تر الجن وإبلاسها ويأسها من بعد إنكاسها ولحوقها بالقلاص وأحلاسها قال عمر صدق بينما أنا عند آلهتهم إذ جاء رجل بعجل فذبحه فصرخ به صارخ لم أسمع صارخا قط أشد صوتا منه يقول يا جليح أمر نجيح رجل فصيح يقول لا إله إلا أنت فوثب القوم قلت لا أبرح حتى أعلم ما وراء هذا ثم نادى يا جليح أمر نجيح رجل فصيح يقول لا إله إلا الله فقمت فما نشبنا أن قيل هذا نبي,63.0,Merits of the Helpers in Madinah (Ansaar) - كتاب مناقب الأنصار,صعب,ما سمعت عمر لشىء قط يقول إني لأظنه كذا إلا كان كما يظن بينما عمر جالس إذ مر به رجل جميل فقال لقد أخطأ ظني أو إن هذا على دينه في الجاهلية أو لقد كان كاهنهم على الرجل فدعي له فقال له ذلك فقال ما رأيت كاليوم استقبل به رجل مسلم قال فإني أعزم عليك إلا ما أخبرتني قال كنت كاهنهم في الجاهلية قال فما أعجب ما جاءتك به جنيتك قال بينما أنا يوما في السوق جاءتني أعرف فيها الفزع فقالت ألم تر الجن وإبلاسها ويأسها من بعد إنكاسها ولحوقها بالقلاص وأحلاسها قال عمر صدق بينما أنا عند آلهتهم إذ جاء رجل بعجل فذبحه فصرخ به صارخ لم أسمع صارخا قط أشد صوتا منه يقول يا جليح أمر نجيح رجل فصيح يقول لا إله إلا أنت فوثب القوم قلت لا أبرح حتى أعلم ما وراء هذا ثم نادى يا جليح أمر نجيح رجل فصيح يقول لا إله إلا الله فقمت فما نشبنا أن قيل هذا نبي,848.0,753
حدثني محمد بن المثنى حدثنا يحيى حدثنا إسماعيل حدثنا قيس قال سمعت سعيد بن زيد يقول للقوم لو رأيتني موثقي عمر على الإسلام أنا وأخته وما أسلم ولو أن أحدا انقض لما صنعتم بعثمان لكان محقوقا أن ينقض,63.0,Merits of the Helpers in Madinah (Ansaar) - كتاب مناقب الأنصار,صعب,سمعت سعيد بن زيد يقول للقوم لو رأيتني موثقي عمر على الإسلام أنا وأخته وما أسلم ولو أن أحدا انقض لما صنعتم بعثمان لكان محقوقا أن ينقض,202.0,138
حدثني عبد الله بن عبد الوهاب حدثنا بشر بن المفضل حدثنا سعيد بن أبي عروبة عن قتادة عن أنس بن مالك رضى الله عنه أن أهل مكة سألوا رسول الله صلى الله عليه وسلم أن يريهم آية فأراهم القمر شقتين حتى رأوا حراء بينهما,63.0,Merits of the Helpers in Madinah (Ansaar) - كتاب مناقب الأنصار,صعب,أن أهل مكة سألوا رسول الله صلى الله عليه وسلم أن يريهم آية فأراهم القمر شقتين حتى رأوا حراء بينهما,218.0,104
حدثنا عبدان عن أبي حمزة عن الأعمش عن إبراهيم عن أبي معمر عن عبد الله رضى الله عنه قال انشق القمر ونحن مع النبي صلى الله عليه وسلم بمنى فقال  اشهدوا  وذهبت فرقة نحو الجبل وقال أبو الضحى عن مسروق عن عبد الله انشق بمكة وتابعه محمد بن مسلم عن ابن أبي نجيح عن مجاهد عن أبي معمر عن عبد الله,63.0,Merits of the Helpers in Madinah (Ansaar) - كتاب مناقب الأنصار,سهل,انشق القمر ونحن مع النبي صلى الله عليه وسلم بمنى فقال  اشهدوا  وذهبت فرقة نحو الجبل وقال أبو الضحى عن مسروق عن عبد الله انشق بمكة وتابعه محمد بن مسلم عن ابن أبي نجيح عن مجاهد عن أبي معمر عن عبد الله,304.0,213
حدثنا عثمان بن صالح حدثنا بكر بن مضر قال حدثني جعفر بن ربيعة عن عراك بن مالك عن عبيد الله بن عبد الله بن عتبة بن مسعود عن عبد الله بن عباس رضى الله عنهما أن القمر انشق على زمان رسول الله صلى الله عليه وسلم,63.0,Merits of the Helpers in Madinah (Ansaar) - كتاب مناقب الأنصار,سهل,أن القمر انشق على زمان رسول الله صلى الله عليه وسلم,214.0,55
حدثنا عمر بن حفص حدثنا أبي حدثنا الأعمش حدثنا إبراهيم عن أبي معمر عن عبد الله رضى الله عنه قال انشق القمر,63.0,Merits of the Helpers in Madinah (Ansaar) - كتاب مناقب الأنصار,سهل,انشق القمر,113.0,13
حدثنا عبد الله بن محمد الجعفي حدثنا هشام أخبرنا معمر عن الزهري حدثنا عروة بن الزبير أن عبيد الله بن عدي بن الخيار أخبره أن المسور بن مخرمة وعبد الرحمن بن الأسود بن عبد يغوث قالا له ما يمنعك أن تكلم خالك عثمان في أخيه الوليد بن عقبة وكان أكثر الناس فيما فعل به قال عبيد الله فانتصبت لعثمان حين خرج إلى الصلاة فقلت له إن لي إليك حاجة وهى نصيحة فقال أيها المرء أعوذ بالله منك فانصرفت فلما قضيت الصلاة جلست إلى المسور وإلى ابن عبد يغوث فحدثتهما بالذي قلت لعثمان وقال لي فقالا قد قضيت الذي كان عليك فبينما أنا جالس معهما إذ جاءني رسول عثمان فقالا لي قد ابتلاك الله فانطلقت حتى دخلت عليه فقال ما نصيحتك التي ذكرت آنفا قال فتشهدت ثم قلت إن الله بعث محمدا صلى الله عليه وسلم وأنزل عليه الكتاب وكنت ممن استجاب لله ورسوله صلى الله عليه وسلم وآمنت به وهاجرت الهجرتين الأوليين وصحبت رسول الله صلى الله عليه وسلم ورأيت هديه وقد أكثر الناس في شأن الوليد بن عقبة فحق عليك أن تقيم عليه الحد فقال لي يا ابن أخي أدركت رسول الله صلى الله عليه وسلم قال قلت لا ولكن قد خلص إلى من علمه ما خلص إلى العذراء في سترها قال فتشهد عثمان فقال إن الله قد بعث محمدا صلى الله عليه وسلم بالحق وأنزل عليه الكتاب وكنت ممن استجاب لله ورسوله صلى الله عليه وسلم وآمنت بما بعث به محمد صلى الله عليه وسلم وهاجرت الهجرتين الأوليين كما قلت وصحبت رسول الله صلى الله عليه وسلم وبايعته والله ما عصيته ولا غششته حتى توفاه الله ثم استخلف الله أبا بكر فوالله ما عصيته ولا غششته ثم استخلف عمر فوالله ما عصيته ولا غششته ثم استخلفت أفليس لي عليكم مثل الذي كان لهم على قال بلى قال فما هذه الأحاديث التي تبلغني عنكم فأما ما ذكرت من شأن الوليد بن عقبة فسنأخذ فيه إن شاء الله بالحق قال فجلد الوليد أربعين جلدة وأمر عليا أن يجلده وكان هو يجلده وقال يونس وابن أخي الزهري عن الزهري أفليس لي عليكم من الحق مثل الذي كان لهم,63.0,Merits of the Helpers in Madinah (Ansaar) - كتاب مناقب الأنصار,صعب,أن عبيد الله بن عدي بن الخيار أخبره أن المسور بن مخرمة وعبد الرحمن بن الأسود بن عبد يغوث قالا له ما يمنعك أن تكلم خالك عثمان في أخيه الوليد بن عقبة وكان أكثر الناس فيما فعل به قال عبيد الله فانتصبت لعثمان حين خرج إلى الصلاة فقلت له إن لي إليك حاجة وهى نصيحة فقال أيها المرء أعوذ بالله منك فانصرفت فلما قضيت الصلاة جلست إلى المسور وإلى ابن عبد يغوث فحدثتهما بالذي قلت لعثمان وقال لي فقالا قد قضيت الذي كان عليك فبينما أنا جالس معهما إذ جاءني رسول عثمان فقالا لي قد ابتلاك الله فانطلقت حتى دخلت عليه فقال ما نصيحتك التي ذكرت آنفا قال فتشهدت ثم قلت إن الله بعث محمدا صلى الله عليه وسلم وأنزل عليه الكتاب وكنت ممن استجاب لله ورسوله صلى الله عليه وسلم وآمنت به وهاجرت الهجرتين الأوليين وصحبت رسول الله صلى الله عليه وسلم ورأيت هديه وقد أكثر الناس في شأن الوليد بن عقبة فحق عليك أن تقيم عليه الحد فقال لي يا ابن أخي أدركت رسول الله صلى الله عليه وسلم قال قلت لا ولكن قد خلص إلى من علمه ما خلص إلى العذراء في سترها قال فتشهد عثمان فقال إن الله قد بعث محمدا صلى الله عليه وسلم بالحق وأنزل عليه الكتاب وكنت ممن استجاب لله ورسوله صلى الله عليه وسلم وآمنت بما بعث به محمد صلى الله عليه وسلم وهاجرت الهجرتين الأوليين كما قلت وصحبت رسول الله صلى الله عليه وسلم وبايعته والله ما عصيته ولا غششته حتى توفاه الله ثم استخلف الله أبا بكر فوالله ما عصيته ولا غششته ثم استخلف عمر فوالله ما عصيته ولا غششته ثم استخلفت أفليس لي عليكم مثل الذي كان لهم على قال بلى قال فما هذه الأحاديث التي تبلغني عنكم فأما ما ذكرت من شأن الوليد بن عقبة فسنأخذ فيه إن شاء الله بالحق قال فجلد الوليد أربعين جلدة وأمر عليا أن يجلده وكان هو يجلده وقال يونس وابن أخي الزهري عن الزهري أفليس لي عليكم من الحق مثل الذي كان لهم,1725.0,1636
حدثني محمد بن المثنى حدثنا يحيى عن هشام قال حدثني أبي عن عائشة رضى الله عنها أن أم حبيبة وأم سلمة ذكرتا كنيسة رأينها بالحبشة فيها تصاوير فذكرتا للنبي صلى الله عليه وسلم فقال  إن أولئك إذا كان فيهم الرجل الصالح فمات بنوا على قبره مسجدا وصوروا فيه تيك الصور أولئك شرار الخلق عند الله يوم القيامة ,63.0,Merits of the Helpers in Madinah (Ansaar) - كتاب مناقب الأنصار,صعب,أن أم حبيبة وأم سلمة ذكرتا كنيسة رأينها بالحبشة فيها تصاوير فذكرتا للنبي صلى الله عليه وسلم فقال  إن أولئك إذا كان فيهم الرجل الصالح فمات بنوا على قبره مسجدا وصوروا فيه تيك الصور أولئك شرار الخلق عند الله يوم القيامة ,312.0,231
حدثنا الحميدي حدثنا سفيان حدثنا إسحاق بن سعيد السعيدي عن أبيه عن أم خالد بنت خالد قالت قدمت من أرض الحبشة وأنا جويرية فكساني رسول الله صلى الله عليه وسلم خميصة لها أعلام فجعل رسول الله صلى الله عليه وسلم يمسح الأعلام بيده ويقول  سناه سناه  قال الحميدي يعني حسن حسن,63.0,Merits of the Helpers in Madinah (Ansaar) - كتاب مناقب الأنصار,صعب,قدمت من أرض الحبشة وأنا جويرية فكساني رسول الله صلى الله عليه وسلم خميصة لها أعلام فجعل رسول الله صلى الله عليه وسلم يمسح الأعلام بيده ويقول  سناه سناه  قال الحميدي يعني حسن حسن,284.0,192
حدثنا يحيى بن حماد حدثنا أبو عوانة عن سليمان عن إبراهيم عن علقمة عن عبد الله رضى الله عنه قال كنا نسلم على النبي صلى الله عليه وسلم وهو يصلي فيرد علينا فلما رجعنا من عند النجاشي سلمنا عليه فلم يرد علينا فقلنا يا رسول الله إنا كنا نسلم عليك فترد علينا قال  إن في الصلاة شغلا  فقلت لإبراهيم كيف تصنع أنت قال أرد في نفسي,63.0,Merits of the Helpers in Madinah (Ansaar) - كتاب مناقب الأنصار,صعب,كنا نسلم على النبي صلى الله عليه وسلم وهو يصلي فيرد علينا فلما رجعنا من عند النجاشي سلمنا عليه فلم يرد علينا فقلنا يا رسول الله إنا كنا نسلم عليك فترد علينا قال  إن في الصلاة شغلا  فقلت لإبراهيم كيف تصنع أنت قال أرد في نفسي,336.0,237
حدثنا محمد بن العلاء حدثنا أبو أسامة حدثنا بريد بن عبد الله عن أبي بردة عن أبي موسى رضى الله عنه بلغنا مخرج النبي صلى الله عليه وسلم ونحن باليمن فركبنا سفينة فألقتنا سفينتنا إلى النجاشي بالحبشة فوافقنا جعفر بن أبي طالب فأقمنا معه حتى قدمنا فوافقنا النبي صلى الله عليه وسلم حين افتتح خيبر فقال النبي صلى الله عليه وسلم  لكم أنتم يا أهل السفينة هجرتان ,63.0,Merits of the Helpers in Madinah (Ansaar) - كتاب مناقب الأنصار,سهل,بلغنا مخرج النبي صلى الله عليه وسلم ونحن باليمن فركبنا سفينة فألقتنا سفينتنا إلى النجاشي بالحبشة فوافقنا جعفر بن أبي طالب فأقمنا معه حتى قدمنا فوافقنا النبي صلى الله عليه وسلم حين افتتح خيبر فقال النبي صلى الله عليه وسلم  لكم أنتم يا أهل السفينة هجرتان ,367.0,266
حدثنا أبو الربيع حدثنا ابن عيينة عن ابن جريج عن عطاء عن جابر رضى الله عنه قال النبي صلى الله عليه وسلم حين مات النجاشي  مات اليوم رجل صالح فقوموا فصلوا على أخيكم أصحمة ,63.0,Merits of the Helpers in Madinah (Ansaar) - كتاب مناقب الأنصار,صعب,حين مات النجاشي  مات اليوم رجل صالح فقوموا فصلوا على أخيكم أصحمة ,182.0,75
حدثنا عبد الأعلى بن حماد حدثنا يزيد بن زريع حدثنا سعيد حدثنا قتادة أن عطاء حدثهم عن جابر بن عبد الله الأنصاري رضى الله عنهما أن نبي الله صلى الله عليه وسلم صلى على النجاشي فصفنا وراءه فكنت في الصف الثاني أو الثالث,63.0,Merits of the Helpers in Madinah (Ansaar) - كتاب مناقب الأنصار,سهل,أن نبي الله صلى الله عليه وسلم صلى على النجاشي فصفنا وراءه فكنت في الصف الثاني أو الثالث,221.0,91
حدثني عبد الله بن أبي شيبة حدثنا يزيد عن سليم بن حيان حدثنا سعيد بن ميناء عن جابر بن عبد الله رضى الله عنهما أن النبي صلى الله عليه وسلم صلى على أصحمة النجاشي فكبر عليه أربعا تابعه عبد الصمد,63.0,Merits of the Helpers in Madinah (Ansaar) - كتاب مناقب الأنصار,صعب,أن النبي صلى الله عليه وسلم صلى على أصحمة النجاشي فكبر عليه أربعا ,201.0,70
حدثنا زهير بن حرب حدثنا يعقوب بن إبراهيم حدثنا أبي عن صالح عن ابن شهاب قال حدثني أبو سلمة بن عبد الرحمن وابن المسيب أن أبا هريرة رضى الله عنه أخبرهما أن رسول الله صلى الله عليه وسلم نعى لهم النجاشي صاحب الحبشة في اليوم الذي مات فيه وقال  استغفروا لأخيكم ,63.0,Merits of the Helpers in Madinah (Ansaar) - كتاب مناقب الأنصار,سهل,أن أبا هريرة رضى الله عنه أخبرهما أن رسول الله صلى الله عليه وسلم نعى لهم النجاشي صاحب الحبشة في اليوم الذي مات فيه وقال  استغفروا لأخيكم ,271.0,148
وعن صالح عن ابن شهاب قال حدثني سعيد بن المسيب أن أبا هريرة رضى الله عنه أخبرهم أن رسول الله صلى الله عليه وسلم صف بهم في المصلى فصلى عليه وكبر أربعا,63.0,Merits of the Helpers in Madinah (Ansaar) - كتاب مناقب الأنصار,سهل,أخبرهم أن رسول الله صلى الله عليه وسلم صف بهم في المصلى فصلى عليه وكبر أربعا,155.0,80
حدثنا عبد العزيز بن عبد الله قال حدثني إبراهيم بن سعد عن ابن شهاب عن أبي سلمة بن عبد الرحمن عن أبي هريرة رضى الله عنه قال قال رسول الله صلى الله عليه وسلم حين أراد حنينا  منزلنا غدا إن شاء الله بخيف بني كنانة حيث تقاسموا على الكفر ,63.0,Merits of the Helpers in Madinah (Ansaar) - كتاب مناقب الأنصار,صعب,حين أراد حنينا  منزلنا غدا إن شاء الله بخيف بني كنانة حيث تقاسموا على الكفر ,245.0,86
حدثنا مسدد حدثنا يحيى عن سفيان حدثنا عبد الملك حدثنا عبد الله بن الحارث حدثنا العباس بن عبد المطلب رضى الله عنه قال للنبي صلى الله عليه وسلم ما أغنيت عن عمك فإنه كان يحوطك ويغضب لك قال  هو في ضحضاح من نار ولولا أنا لكان في الدرك الأسفل من النار ,63.0,Merits of the Helpers in Madinah (Ansaar) - كتاب مناقب الأنصار,صعب,قال للنبي صلى الله عليه وسلم ما أغنيت عن عمك فإنه كان يحوطك ويغضب لك قال  هو في ضحضاح من نار ولولا أنا لكان في الدرك الأسفل من النار ,263.0,146
حدثنا محمود حدثنا عبد الرزاق أخبرنا معمر عن الزهري عن ابن المسيب عن أبيه أن أبا طالب لما حضرته الوفاة دخل عليه النبي صلى الله عليه وسلم وعنده أبو جهل فقال  أى عم قل لا إله إلا الله كلمة أحاج لك بها عند الله  فقال أبو جهل وعبد الله بن أبي أمية يا أبا طالب ترغب عن ملة عبد المطلب فلم يزالا يكلمانه حتى قال آخر شىء كلمهم به على ملة عبد المطلب فقال النبي صلى الله عليه وسلم  لأستغفرن لك ما لم أنه عنه  فنزلت ما كان للنبي والذين آمنوا أن يستغفروا للمشركين ولو كانوا أولي قربى من بعد ما تبين لهم أنهم أصحاب الجحيم ونزلت إنك لا تهدي من أحببت,63.0,Merits of the Helpers in Madinah (Ansaar) - كتاب مناقب الأنصار,صعب,لما حضرته الوفاة دخل عليه النبي صلى الله عليه وسلم وعنده أبو جهل فقال  أى عم قل لا إله إلا الله كلمة أحاج لك بها عند الله  فقال أبو جهل وعبد الله بن أبي أمية يا أبا طالب ترغب عن ملة عبد المطلب فلم يزالا يكلمانه حتى قال آخر شىء كلمهم به على ملة عبد المطلب فقال النبي صلى الله عليه وسلم  لأستغفرن لك ما لم أنه عنه  فنزلت ما كان للنبي والذين آمنوا أن يستغفروا للمشركين ولو كانوا أولي قربى من بعد ما تبين لهم أنهم أصحاب الجحيم ونزلت إنك لا تهدي من أحببت,579.0,487
حدثنا عبد الله بن يوسف حدثنا الليث حدثنا ابن الهاد عن عبد الله بن خباب عن أبي سعيد الخدري رضى الله عنه أنه سمع النبي صلى الله عليه وسلم وذكر عنده عمه فقال  لعله تنفعه شفاعتي يوم القيامة فيجعل في ضحضاح من النار يبلغ كعبيه يغلي منه دماغه  حدثنا إبراهيم بن حمزة حدثنا ابن أبي حازم والدراوردي عن يزيد بهذا وقال تغلي منه أم دماغه,63.0,Merits of the Helpers in Madinah (Ansaar) - كتاب مناقب الأنصار,صعب,أنه سمع النبي صلى الله عليه وسلم وذكر عنده عمه فقال  لعله تنفعه شفاعتي يوم القيامة فيجعل في ضحضاح من النار يبلغ كعبيه يغلي منه دماغه  حدثنا إبراهيم بن حمزة حدثنا ابن أبي حازم والدراوردي عن يزيد بهذا وقال تغلي منه أم دماغه,344.0,237
حدثنا يحيى بن بكير حدثنا الليث عن عقيل عن ابن شهاب حدثني أبو سلمة بن عبد الرحمن سمعت جابر بن عبد الله رضى الله عنهما أنه سمع رسول الله صلى الله عليه وسلم يقول  لما كذبني قريش قمت في الحجر فجلا الله لي بيت المقدس فطفقت أخبرهم عن آياته وأنا أنظر إليه ,63.0,Merits of the Helpers in Madinah (Ansaar) - كتاب مناقب الأنصار,صعب,سمعت جابر بن عبد الله رضى الله عنهما أنه سمع رسول الله صلى الله عليه وسلم يقول  لما كذبني قريش قمت في الحجر فجلا الله لي بيت المقدس فطفقت أخبرهم عن آياته وأنا أنظر إليه ,265.0,180
