,Final_matn,matn_length,chapter_no,chapter,level
1830,جاء رجل هلك وقع أهل رمض تجد رقب تطع تصم شهر تابع تطع طعم سكي فجء رجل صار عرق عرق كتل تمر ذهب بهذا صدق احج منا بعث لحق لبت اهل بيت احج منا ذهب أطعم اهل,454,84,Expiation for Unfulfilled Oaths - كتاب كفارات الأيمان,صعب
1831,جاء رجل نبي هلك شأن وقع مرأ رمض تجد عتق رقب فهل تطع تصم شهر تابع فهل تطع طعم سكي اجد فأت نبي عرق تمر خذ صدق على فقر منا لبت فقر منا خذه أطعم اهل,424,84,Expiation for Unfulfilled Oaths - كتاب كفارات الأيمان,صعب
1832,صاع عهد نبي مدا ثلث بمد فزد زمن عمر عبد عزز,101,84,Expiation for Unfulfilled Oaths - كتاب كفارات الأيمان,صعب
1833,عمر يعط زكة رمض بمد نبي لمد اول وفي كفر يمن بمد نبي قتب الك دنا عظم دكم نرى فضل مد نبي وقل الك جاء امر ضرب مدا صغر مد نبي بأى شىء كنتم تعط كنا نعط بمد نبي افل ترى امر يعد مد نبي,414,84,Expiation for Unfulfilled Oaths - كتاب كفارات الأيمان,صعب
1834,لهم برك كيل وصع ومد,49,84,Expiation for Unfulfilled Oaths - كتاب كفارات الأيمان,سهل
1835,عتق رقب سلم عتق بكل عضو عضا نار فرج فرج,82,84,Expiation for Unfulfilled Oaths - كتاب كفارات الأيمان,سهل
1836,رجل صار دبر ملك ولم يكن مال غير بلغ نبي شري مني شتر نعم نحم بثمانمائة سمع جبر عبد عبد قبط مات عام,207,84,Expiation for Unfulfilled Oaths - كتاب كفارات الأيمان,صعب
1837,انه ردت شري برر شرط عليها ولء ذكر نبي شري ولء لمن عتق,129,84,Expiation for Unfulfilled Oaths - كتاب كفارات الأيمان,سهل
1838,اتت رهط شعر حمل ولل حمل عند حمل لبث شاء فأت إبل أمر ثلث ذود فلم طلق بعض بعض يبر اتي حمل حلف حمل حمل وسى فأت نبي ذكر حمل حمل ولل شاء حلف أرى غير خير كفر يمي وأت خير,486,84,Expiation for Unfulfilled Oaths - كتاب كفارات الأيمان,صعب
1839,كفر يمي وأت خير اتت خير كفر,82,84,Expiation for Unfulfilled Oaths - كتاب كفارات الأيمان,سهل
1840,سلم أطف ليل مرأ تلد غلا قتل سبل صحب سفي يعن ملك قل شاء فنس فطف فلم تأت مرأ نهن ولد وحد بشق غلم هرر يري شاء حنث درك حجت وقل مرة ثنى زند عرج حدث ابي هرر,388,84,Expiation for Unfulfilled Oaths - كتاب كفارات الأيمان,صعب
1841,كنا ابي وسى بين وبين لحى جرم اخء عرف قدم طعم قدم طعم لحم دجج وفي قوم رجل بني تيم حمر كأن ولى فلم يدن وسى ادن فإن رأت أكل رأت أكل شيئ قذر حلف طعم ادن خبر اتي رهط شعر حمل قسم نعم صدق ايب حسب غضب ولل حمل عند حمل طلق فأت نهب ابل فقل شعر فأت أمر خمس ذود غر ذرى دفع فقل أصحاب اتي حمل حلف حمل رسل الي حمل نسي يمن ولل غفل يمن فلح رجع ذكر يمن رجع فقل اتن حمل حلف حمل حمل فظن عرف انك نست يمن طلق فإن حمل ولل شاء حلف أرى غير خير اتت خير حلل,1125,84,Expiation for Unfulfilled Oaths - كتاب كفارات الأيمان,صعب
1842,سأل مرة فإن اعط سأل اعن عليها اعط سأل وكل الي حلف فرأ غير خير فأت خير كفر يمن,174,84,Expiation for Unfulfilled Oaths - كتاب كفارات الأيمان,صعب
1843,رضت فعد أبو بكر وهم اشي فأت اغم وضأ فصب وضء أفق فقل صنع الي اقض الي فلم يجب شىء نزل اية مواريث,233,85,Laws of Inheritance (Al-Faraa'id) - كتاب الفرائض,صعب
1844,ولظ الظ كذب حدث حسس جسس بغض دبر وكن عبد اخا,107,85,Laws of Inheritance (Al-Faraa'id) - كتاب الفرائض,سهل
1845,فطم عبس عله سلم اتا بكر لمس يرث وهم حينئذ طلب ارض فدك سهم خيبر بكر ورث ترك صدق أكل ال حمد مال بكر ولل ادع امر رأت صنع صنع هجر فطم فلم كلم اتت,393,85,Laws of Inheritance (Al-Faraa'id) - كتاب الفرائض,سهل
1846,ورث ترك صدق,23,85,Laws of Inheritance (Al-Faraa'id) - كتاب الفرائض,سهل
1847,شهب الك اوس حدث حمد جبر طعم ذكر حدث طلق دخل سأل طلق دخل عمر فأت حجب رفأ عثم عبد رحم زبر سعد فأذ علي عبس عبس امر ؤمن اقض بين وبين نشد بلل بإذ تقم سمء ارض علم ورث ترك صدق يرد نفس رهط أقبل علي عبس علم قلا عمر فإن حدث امر خص رسل فىء شىء يعط احد غير عز وجل افء رسل قول قدر فكن خلص رسل ولل حاز دون أثر علي اعطاكموه وبث يكم بقي مال فكان نبي نفق اهل مال نفق سنت أخذ بقي جعل جعل مال عمل بذل حيت نشد بلل علم قال لعل عبس شدك بلل علم قلا وفى نبه بكر ولي قبض عمل عمل وفى بكر فقل ولي ولي قبض سنت عمل عمل أبو بكر جئتم كلم وحد أمر جئت سأل نصب اخك وأت سأل نصب مرأ ابي فقل شئت دفع بذل لمس مني قضء فلل بإذ تقم سمء ارض اقض قضء تقم سعة عجز دفع فأن كفيكم,1740,85,Laws of Inheritance (Al-Faraa'id) - كتاب الفرائض,صعب
1848,قسم ورث دينار ترك نفق نسي ومؤ عمل فهو صدق,66,85,Laws of Inheritance (Al-Faraa'id) - كتاب الفرائض,سهل
1849,ولى ؤمن نفس مات وتر الا فمل وال عصب ضيع فأن وله أدعى,110,85,Laws of Inheritance (Al-Faraa'id) - كتاب الفرائض,سهل
1850,يزن زني يزن ؤمن شرب خمر شرب ؤمن سرق سرق ؤمن نهب نهب رفع ناس اله بصر ؤمن,148,86,Limits and Punishments set by Allah (Hudood) - كتاب الحدود,صعب
1851,نبي ضرب خمر جرد نعل جلد بكر ربع,77,86,Limits and Punishments set by Allah (Hudood) - كتاب الحدود,سهل
1852,جيء نعم ببن نعم شرب أمر نبي بيت ضربو ضربو فكن فيم ضرب نعل,135,86,Limits and Punishments set by Allah (Hudood) - كتاب الحدود,سهل
1853,نبي اتي نعم ببن نعم سكر فشق أمر بيت ضربو ضربو جرد نعل وكن فيم ضرب,144,86,Limits and Punishments set by Allah (Hudood) - كتاب الحدود,سهل
1854,ابي هرر اتي نبي رجل شرب ضربو هرر فمن ضرب بيد ضرب نعل ضرب بثب فلم صرف قوم خزك تقل تعن شيط,239,86,Limits and Punishments set by Allah (Hudood) - كتاب الحدود,سهل
1855,كنت أقم حدا يمو أجد نفس صحب خمر فإن مات ودت وذل يسن,128,86,Limits and Punishments set by Allah (Hudood) - كتاب الحدود,صعب
1856,كنا ؤتى شرب عهد إمر ابي بكر صدر خلف عمر نقم اله بأد نعل أرد اخر امر عمر جلد ربع عتا فسق جلد,193,86,Limits and Punishments set by Allah (Hudood) - كتاب الحدود,صعب
1857,رجل عهد نبي اسم عبد لقب حمر يضح نبي جلد شرب فأت يوم أمر جلد رجل قوم لهم عنه ؤتى نبي عنو فلل علم يحب رسل,332,86,Limits and Punishments set by Allah (Hudood) - كتاب الحدود,صعب
1858,اتي نبي سكر أمر ضرب فمن ضرب بيد ومن ضرب نعل ومن ضرب بثب فلم صرف رجل اله خزه تكن عون شيط اخي,225,86,Limits and Punishments set by Allah (Hudood) - كتاب الحدود,سهل
1859,يزن زني يزن ؤمن سرق سرق ؤمن,60,86,Limits and Punishments set by Allah (Hudood) - كتاب الحدود,سهل
1860,لعن سرق سرق بيض قطع يده سرق حبل قطع يده عمش كان يرن بيض حدد حبل كان يرن يسى درا,152,86,Limits and Punishments set by Allah (Hudood) - كتاب الحدود,صعب
1861,كنا نبي جلس يعو تشر بلل شيئ سرق تزن قرأ اية كله وفى نكم أجر اصب شيئ عوقب فهو كفر اصب شيئ ستر شاء غفر شاء عذب,283,86,Limits and Punishments set by Allah (Hudood) - كتاب الحدود,سهل
1862,حجة ودع شهر علمو عظم حرم قال شهر بلد علمو عظم حرم قال بلد يوم علمو عظم حرم قال برك على حرم دمء أموال أعراض بحق كحرم يوم بلد شهر بلغ ثلث جيبو ويح ويل رجع بعد كفر ضرب بعض رقب,481,86,Limits and Punishments set by Allah (Hudood) - كتاب الحدود,صعب
1863,خير نبي امر خار يسر أثم اثم بعد ولل نقم نفس شىء ؤتى اله نهك حرم نقم لله,182,86,Limits and Punishments set by Allah (Hudood) - كتاب الحدود,سهل
1864,سمة كلم نبي مرأ هلك قبل نهم كان يقم لحد وضع يتر شرف نفس بيد فطم فعل قطع يده,178,86,Limits and Punishments set by Allah (Hudood) - كتاب الحدود,سهل
1865,قرش اهم رأة خزم سرق فقل كلم جرئ سمة حب كلم شفع حد حدد خطب ناس ضل قبل نهم كان سرق شرف ركو سرق ضعف يهم اقم لحد ويم فطم حمد سرق قطع حمد يده,403,86,Limits and Punishments set by Allah (Hudood) - كتاب الحدود,صعب
1866,عبد سلم راهيم سعد شهب عمر عئش نبي قطع الد ربع صعد,148,86,Limits and Punishments set by Allah (Hudood) - كتاب الحدود,سهل
1867,قطع يد سرق ربع,38,86,Limits and Punishments set by Allah (Hudood) - كتاب الحدود,سهل
1868,قطع ربع,28,86,Limits and Punishments set by Allah (Hudood) - كتاب الحدود,سهل
1869,خبر عئش يد سرق قطع عهد نبي ثمن مجن حجف ترس,99,86,Limits and Punishments set by Allah (Hudood) - كتاب الحدود,صعب
1870,تكن قطع يد سرق دنى حجف ترس منه ثمن روه وكع وبن درس هشم ابه رسل,115,86,Limits and Punishments set by Allah (Hudood) - كتاب الحدود,صعب
1871,قطع يد سرق عهد نبي دنى ثمن مجن ترس حجف منه ثمن,112,86,Limits and Punishments set by Allah (Hudood) - كتاب الحدود,صعب
1872,قطع مجن ثمن درا,59,86,Limits and Punishments set by Allah (Hudood) - كتاب الحدود,صعب
1873,قطع نبي يد سرق مجن ثمن درا,63,86,Limits and Punishments set by Allah (Hudood) - كتاب الحدود,صعب
1874,لعن سرق سرق بيض قطع يده سرق حبل قطع يده,71,86,Limits and Punishments set by Allah (Hudood) - كتاب الحدود,سهل
1875,نبي قطع يد مرأ عئش وكانت تأت أرفع حجت نبي فتب وحس توب,135,86,Limits and Punishments set by Allah (Hudood) - كتاب الحدود,سهل
1876,بيع رهط بيع تشر بلل شيئ سرق قتل ولد تأت ببه فرو ايد أرجل عصو عرف وفى نكم أجر اصب شيئ أخذ دنا فهو كفر طهر ستر فذل شاء عذب شاء غفر عبد تاب سرق قطع يده قبل شهد وكل حدد تاب قبل شهد,436,86,Limits and Punishments set by Allah (Hudood) - كتاب الحدود,صعب
1877,سهل حنف نبي خرج شيئ سمع أهى بيد عرق خرج قوم قرء قرآ جوز رقي مرق سلم روق سهم رمة,202,89,Dealing with Apostates - كتاب استتابة المرتدين والمعاندين وقتالهم,صعب
1878,تقم سعة قتل فئت دعا وحد,55,89,Dealing with Apostates - كتاب استتابة المرتدين والمعاندين وقتالهم,سهل
1879,هشم حكم قرأ سور فرق حية سمع قرء قرؤ حرف كثر قرئ فكد سور صلة فانتظرته سلم لبب ردئ ردئ فقل قرأ سور قرأ كذب فلل قرأ سور سمع قرؤ طلق اقد فقل قرأ بسر فرق حرف قرئ وأن قرأ سور فرق رسل عمر قرأ هشم قرأ قرء سمع قرؤ زلت قرأ عمر قرأ زلت قرآ نزل حرف قرء يسر,867,89,Dealing with Apostates - كتاب استتابة المرتدين والمعاندين وقتالهم,صعب
1880,نزل اية امن ولم لبس يمن ظلم شق صحب نبي وقل اين ظلم نفس تظن لقم لبن بنى تشر بلل شرك ظلم عظم,265,89,Dealing with Apostates - كتاب استتابة المرتدين والمعاندين وقتالهم,سهل
1881,عتب الك رجل الك دخش رجل منا نفق يحب رسل نبي قولو اله بغي بذل وجه فإن يفى عبد يوم قيم حرم نار,313,89,Dealing with Apostates - كتاب استتابة المرتدين والمعاندين وقتالهم,سهل
1882,نزع عبد رحم وحب عطة عبد رحم لحب علم جرأ صحب دمء يعن علا شىء سمع يقل بعث زبر وأب رثد وكل فرس طلق تأت روض حاج سلم عون حاج مرأ عها صحف حطب ابي لتع شرك أتو طلق فرس ادر تسر بعر كتب اهل مكة سير الي فقل كتب معك معي كتب أنخ بعر بتغ رحل فما وجد شيئ صحب نرى عها كتب فقل علم كذب حلف علي حلف خرج كتب أجرد أهو حجز وهى حجز كسء أخرج صحف فأت عمر خان رسل ؤمن دعن أضرب عنق حطب حمل صنع الي اكن مؤم بلل رسل ولك ارد يكون قوم يد دفع اهل ومل وليس صحب قوم دفع اهل ومل صدق تقل خير فعد عمر خان رسل ؤمن دعن أضرب عنق ولس اهل بدر يدر طلع علي عمل شئتم فقد وجب جنة فاغرورقت عين رسل,1465,89,Dealing with Apostates - كتاب استتابة المرتدين والمعاندين وقتالهم,صعب
1883,نبي دعو صلة لهم انج عيش ابي ربع سلم هشم ولد ولد لهم انج ضعف ؤمن لهم شدد وطأ مضر بعث علي سنن كسن وسف,204,90,Saying Something under Compulsion (Ikraah) - كتاب الإكراه,سهل
1884,حلو ايم يكون رسل احب اله سوه وأن يحب مرء يحب لله وأن يكر يعد كفر يكر قذف نار,168,90,Saying Something under Compulsion (Ikraah) - كتاب الإكراه,سهل
1885,رأت عمر وثق سلم نقض فعل عثم حقق نقض,89,90,Saying Something under Compulsion (Ikraah) - كتاب الإكراه,صعب
1886,شكو توسد برد ظل كعب فقل نصر دعو قبل ؤخذ رجل حفر ارض جعل يجء نشر وضع رأس جعل نصف مشط أمشاط حدد لحم عظم فما يصد دين ولل يتم امر يسر ركب صنعاء حضرمو يخف ذئب غنم ولك عجل,392,90,Saying Something under Compulsion (Ikraah) - كتاب الإكراه,صعب
1887,بين سجد خرج علي طلق يهد خرج معه جئن بيت درس فقم نبي فند عشر يهد سلم سلم فقل بلغ قسم ارد قال ثني فقل بلغ قسم ثلث علم ارض لله رسل وإن ارد اجل نكم بمل شيئ يبع وإل علم انم ارض لله رسل,456,90,Saying Something under Compulsion (Ikraah) - كتاب الإكراه,صعب
1888,خنساء خذم صار ابا زوج وهى ثيب فكر فأت نبي فرد نكح,108,90,Saying Something under Compulsion (Ikraah) - كتاب الإكراه,سهل
1889,أمر نسء بضع بكر أمر ستح فتس سكت اذن,125,90,Saying Something under Compulsion (Ikraah) - كتاب الإكراه,سهل
1890,رجل صار دبر ملك ولم يكن مال غير بلغ شري مني شتر نعم نحم بثمانمائة سمع جبر عبد قبط مات عام,208,90,Saying Something under Compulsion (Ikraah) - كتاب الإكراه,صعب
1891,امن يحل ترث نسء كره اية كان مات رجل ليؤ احق مرأ شاء بعض تزج شاء زوج شاء يزج فهم احق اهل نزل اية بذل,216,90,Saying Something under Compulsion (Ikraah) - كتاب الإكراه,سهل
1892,عبد رقق مرة وقع ولد خمس سكر فتض جلد عمر لحد ونف ولم جلد ولد كره زهر امة بكر فرع لحر يقم حكم امة عذراء قدر قيم جلد وليس امة ثيب قضء ائم غرم لحد,279,90,Saying Something under Compulsion (Ikraah) - كتاب الإكراه,صعب
1893,هجر راهيم بسر دخل قرة ملك لوك جبر جببر أرسل اله رسل أرسل فقم الي فقم وضأ تصل فقل لهم كنت امن رسل سلط كفر فغط ركض رجل,226,90,Saying Something under Compulsion (Ikraah) - كتاب الإكراه,صعب
1894,سلم سلم ظلم سلم حجة اخه حجت,90,90,Saying Something under Compulsion (Ikraah) - كتاب الإكراه,سهل
1895,نصر اخك ظال ظلو رجل صره ظلو فرأ ظال صره حجز منع ظلم نصر,164,90,Saying Something under Compulsion (Ikraah) - كتاب الإكراه,سهل
1896,ناس عمل نية مرئ نوى هجر رسل هجر رسل هجر دنا يصب مرأ تزج هجر هجر اله,187,91,Tricks - كتاب الحيل,سهل
1897,قبل صلة احد حدث وضأ,53,91,Tricks - كتاب الحيل,سهل
1898,بكر كتب فرض صدق فرض جمع تفرق فرق جمع خشة صدق,129,91,Tricks - كتاب الحيل,سهل
1899,عرب جاء ثئر رأس فرض صلة صلو خمس تطع شيئ فرض صيم شهر رمض تطع شيئ فرض زكة أخبر شرع سلم كرم تطع شيئ نقص فرض شيئ فلح صدق دخل جنة صدق وقل ناس ومئ بعر حقت اهل تعمد وهب حال فرر زكة شىء,608,91,Tricks - كتاب الحيل,سهل
1900,يكون كنز احد يوم قيم شجع قرع يفر صحب طلب يقل كنز ولل يزل طلب بسط يده لقم فاه وقل رب نعم يعط حقه سلط يوم قيم خبط وجه أخفاف وقل ناس رجل ابل فخف تجب صدق فبع إبل مثل غنم بقر بدر فرر صدق بيم حيل بأس زكى ابل يحل حول بيم بسن جزت,465,91,Tricks - كتاب الحيل,صعب
1901,فتى سعد عبد صار نذر امه وفت قضه اقض وقل ناس بلغ ابل ففي شيه وهب حول باع فرر واحتيالا إسقاط زكة شىء كذل تلف فمت شىء اله,321,91,Tricks - كتاب الحيل,صعب
1902,رؤا صلح حلم شيط حلم تعذ بصق شمل فإن تضر وعن ابه عبد ابي قتد ابه نبي ثله,186,92,Interpretation of Dreams - كتاب التعبير,سهل
1903,رؤا ؤمن جزء أربع جزء نبة,56,92,Interpretation of Dreams - كتاب التعبير,سهل
1904,رؤا ؤمن جزء أربع جزء نبة روه ثبت حمد إسحاق عبد شعب انس نبي,134,92,Interpretation of Dreams - كتاب التعبير,سهل
1905,رؤا صلح جزء أربع جزء نبة,59,92,Interpretation of Dreams - كتاب التعبير,سهل
1906,يبق نبة بشر قال بشر رؤا صلح,89,92,Interpretation of Dreams - كتاب التعبير,سهل
1907,عمر نسا ارا ليل قدر سبع وخر وأن نسا ارا انه عشر وخر نبي مسو سبع وخر,172,92,Interpretation of Dreams - كتاب التعبير,سهل
1908,لبث سجن لبث وسف اتا دعي أجب,63,92,Interpretation of Dreams - كتاب التعبير,سهل
1909,رآن نام فسر يقظ مثل شيط عبد سير رآه صور,119,92,Interpretation of Dreams - كتاب التعبير,سهل
1910,رآن نام فقد رآن شيط تخل ورؤ ؤمن جزء أربع جزء نبة,110,92,Interpretation of Dreams - كتاب التعبير,سهل
1911,رؤا صلح حلم شيط شيئ يكر نفث شمل ثلث تعذ شيط فإن تضر شيط يتز,155,92,Interpretation of Dreams - كتاب التعبير,سهل
1912,رآن فقد لحق,32,92,Interpretation of Dreams - كتاب التعبير,سهل
1913,رآن فقد لحق شيط تكو,53,92,Interpretation of Dreams - كتاب التعبير,سهل
1914,نفس بيد رجل يكر خلف بعد اجد حمل خلف ودد اني قتل سبل احا قتل احا قتل احا قتل,170,95,Wishes - كتاب التمنى,سهل
1915,نفس بيد ودد اني أقتل سبل أقتل احا قتل احا قتل احا قتل احا فكان هرر يقل ثلث شهد بلل,164,95,Wishes - كتاب التمنى,سهل
1916,عند ذهب أحبب يأت عند شىء رصد دين اجد قبل,110,95,Wishes - كتاب التمنى,صعب
1917,قبل امر دبر سقت هدى حلل ناس حلا,79,95,Wishes - كتاب التمنى,سهل
1918,كنا فلب لحج قدم مكة أربع خلن حجة أمر نبي نطف بيت لصف روة وأن جعل عمر نحل معه هدى ولم يكن منا هدى نبي طلح وجء علي يمن معه هدى هلل اهل فقل طلق منى ذكر احد قطر قبل امر دبر اهد ولل معي هدى حلل ولق سرق يرم جمر عقب الن أبد وكانت عئش قدم مكة وهى حئض أمر نبي تنس نسك كله انه تطف تصل طهر فلم نزل طحء عئش طلق بحج عمر أنطلق بحج امر عبد رحم ابي بكر صدق طلق عها نعم عمر عمر حجة ايم لحج,888,95,Wishes - كتاب التمنى,صعب
1919,عئش ارق نبي ليل رجل صلح صحب حرس ليل سمع صوت سلح قيل سعد جئت حرس فنم نبي سمع غطط عبد وقل عئش بلل شعر ابي ليل بود وحل ذخر جلل أخبر نبي,350,95,Wishes - كتاب التمنى,صعب
1920,حسد اثن رجل اته قرآ فهو تلو ليل نهر ويت اوت فعل فعل رجل اته الا نفق حقه يقل ويت اوت فعل فعل,205,95,Wishes - كتاب التمنى,سهل
1921,تتم موت لتم,33,95,Wishes - كتاب التمنى,سهل
1922,اتي خبب ارت نعد كوى سبع نها دعو موت دعو,115,95,Wishes - كتاب التمنى,سهل
1923,منى احد موت محس لعل زدد وإم سيئ لعل عتب,78,95,Wishes - كتاب التمنى,سهل
1924,نبي نقل عنا ترب يوم حزب رأت ورى ترب بيض بطن هدي صدق صلي أنزل سكن علي ورب ملا بغا علي ارد فتن ابي ابي رفع صوت,256,95,Wishes - كتاب التمنى,صعب
1925,كتب اله عبد ابي وفى قرأ تتم لقء عدو وسل عفي,137,95,Wishes - كتاب التمنى,سهل
1926,ذكر عبس تلع عبد شدد اهي كنت راج مرأ بين مرأ اعل,156,95,Wishes - كتاب التمنى,سهل
1927,عتم نبي عشء خرج عمر صلة رقد نسء صبي خرج رأس قطر اشق امت ناس وقل سفي امت أمر صلة سعة جرج عطء عبس اخر نبي صلة فجء عمر رقد نسء ولد خرج مسح ماء شقه وقت اشق امت وقل عمرو عطء عبس عمرو رأس قطر وقل جرج مسح ماء شقه وقل عمرو اشق امت وقل جرج وقت اشق امت,594,95,Wishes - كتاب التمنى,صعب
1928,اشق امت أمر سوك,46,95,Wishes - كتاب التمنى,سهل
1929,وصل نبي اخر شهر وصل انس ناس بلغ نبي مد شهر لصل وصل يدع تعمق عمق مثل اظل طعم ربي يسق,197,95,Wishes - كتاب التمنى,صعب
1930,نهى وصل قال فإن وصل يكم ثلي ابت طعم ربي يسق فلم ابا ينت وصل يوم يوم رأا هلل أخر لزد نكل,219,95,Wishes - كتاب التمنى,صعب
1931,سأل نبي جدر امن بيت فما دخلو بيت قوم قصر نفق فما شأن ببه رفع فعل قوم دخل شاء منع شاء قوم حدث عهد جهل أخف نكر قلب دخل جدر بيت وأن لصق ببه ارض,332,95,Wishes - كتاب التمنى,صعب
1932,هجر لكن مرأ صار سلك ناس واد وسل صار واد شعب لسل ودي صار شعب صار,126,95,Wishes - كتاب التمنى,سهل
1933,هجر لكن مرأ صار سلك ناس واد شعب لسل ودي صار شعب,99,95,Wishes - كتاب التمنى,سهل
1934,رجل ذنب كبر دعو لله ندا خلق قتل ولد طعم معك تزا حلل جرك أنزل صدق يدع اله اخر قتل نفس حرم لحق يزن فعل,305,98,Oneness; Uniqueness of Allah (Tawheed) - كتاب التوحيد,صعب
1935,بقؤ فيم سلف امم صلة عصر غرب شمس اوت اهل ورا ورا عمل نصف نهر عجز أعط قيراط قيراط اوت اهل جيل جيل عمل صلت عصر عجز أعط قيراط قيراط اوت قرآ عمل غرب شمس أعط قيراط قيراط اهل كتب منا عمل أكثر اجر ظلم حقكم شيئ قال فهو فضل ويه اشء,433,98,Oneness; Uniqueness of Allah (Tawheed) - كتاب التوحيد,صعب
1936,رجل سأل نبي عمل فضل صلة لوق وبر ولد جهد سبل,117,98,Oneness; Uniqueness of Allah (Tawheed) - كتاب التوحيد,سهل
1937,اتى نبي مال أعطى قوم منع اخر بلغ نهم عتب اعط رجل أدع رجل ادع احب اعط اعط اقا قلب جزع هلع أكل اقا قلب غنى خير نهم عمرو غلب عمرو احب كلم حمر نعم,332,98,Oneness; Uniqueness of Allah (Tawheed) - كتاب التوحيد,صعب
1938,قرب عبد شبر قرب اله ذرع قرب مني ذرع قرب بعا اتا شيا اتت هرل,116,98,Oneness; Uniqueness of Allah (Tawheed) - كتاب التوحيد,سهل
1939,قرب عبد مني شبر قرب ذرع قرب مني ذرع قرب بعا بوع,92,98,Oneness; Uniqueness of Allah (Tawheed) - كتاب التوحيد,سهل
1940,عمل كفر صوم وأن اجز خلف فم صئم اطب ريح مسك,93,98,Oneness; Uniqueness of Allah (Tawheed) - كتاب التوحيد,سهل
1941,نبغ عبد خير ونس,55,98,Oneness; Uniqueness of Allah (Tawheed) - كتاب التوحيد,سهل
1942,رأت يوم فتح نقة قرأ سور فتح سور فتح رجع قرأ عاي يحك قرء غفل وقل جمع ناس علي رجع غفل يحك نبي فقل عاو رجع رات,287,98,Oneness; Uniqueness of Allah (Tawheed) - كتاب التوحيد,صعب
1943,هرقل دعا رجم دعا كتب نبي قرأ بسم رحم رحم حمد عبد رسل هرقل ويا اهل كتب تعل كلم سوء بين وبن,185,98,Oneness; Uniqueness of Allah (Tawheed) - كتاب التوحيد,سهل
1944,اهل كتب قرء ورا عبر سرو عرب أهل سلم صدق اهل كتب كذبو وقل امن بلل نزل,183,98,Oneness; Uniqueness of Allah (Tawheed) - كتاب التوحيد,سهل
1945,اتي نبي رجل مرأ يهد زنا يهد صنع قال سخم وجه نخز فأت ورا تلو كنتم صدق فجء فقل رجل يرض اعر قرأ قرأ نهى وضع وضع يده رفع يدك رفع يده اية رجم تلح حمد عله رجم ولك كتم بين أمر فرج فرأ جنئ عليها حجر,435,98,Oneness; Uniqueness of Allah (Tawheed) - كتاب التوحيد,صعب
1946,اذن شىء اذن لنب حسن صوت قرآ جهر,64,98,Oneness; Uniqueness of Allah (Tawheed) - كتاب التوحيد,سهل
1947,عرة زبر سعد سيب علقم وقص عبد عبد حدث عئش اهل افك قال وكل طئف حدث ضطجع فرش وأن حينئذ اني برئ وأن برئ ولل كنت اظن نزل شأن وحا تلى لشأ نفس حقر كلم أمر تلى أنزل عز وجل جاء افك عشر ايت كله,394,98,Oneness; Uniqueness of Allah (Tawheed) - كتاب التوحيد,صعب
1948,نبي قرأ عشء تين زيت فما احد احس صوت قرء,106,98,Oneness; Uniqueness of Allah (Tawheed) - كتاب التوحيد,سهل
1949,نبي تور بمك رفع صوت سمع شرك سبا قرآ جاء عز وجل لنب جهر بصل خفت,178,98,Oneness; Uniqueness of Allah (Tawheed) - كتاب التوحيد,سهل
1950,ارك تحب غنم بدي كنت غنم بدي فأذ صلة رفع صوت ندء فإن سمع مدى صوت ؤذن جن انس شىء شهد يوم قيم,169,98,Oneness; Uniqueness of Allah (Tawheed) - كتاب التوحيد,سهل
1951,نبي قرأ قرآ رأس حجر وأن حئض,67,98,Oneness; Uniqueness of Allah (Tawheed) - كتاب التوحيد,سهل
1952,هشم حكم قرأ سور فرق حية سمع قرء قرأ حرف كثر قرئ فكد سور صلة صبر سلم لبب ردئ فقل قرأ سور سمع قرأ قرأ فقل كذب قرأ قرأ طلق اقد فقل قرأ سور فرق حرف قرئ رسل قرأ هشم قرأ قرء سمع زلت قرأ عمر قرأ قرأ زلت قرآ نزل حرف قرء يسر,722,98,Oneness; Uniqueness of Allah (Tawheed) - كتاب التوحيد,صعب
1953,عمل عمل يسر خلق,69,98,Oneness; Uniqueness of Allah (Tawheed) - كتاب التوحيد,سهل
1954,نبي جنز أخذ عود جعل ينك ارض نكم كتب قعد نار جنة قال تكل عمل فكل يسر فأم تقى,213,98,Oneness; Uniqueness of Allah (Tawheed) - كتاب التوحيد,سهل
1955,قضى خلق كتب كتب عند غلب سبق رحم غضب فهو عند عرش,94,98,Oneness; Uniqueness of Allah (Tawheed) - كتاب التوحيد,سهل
1956,كتب كتب خلق خلق رحم سبق غضب فهو كتب عند عرش,93,98,Oneness; Uniqueness of Allah (Tawheed) - كتاب التوحيد,سهل
1957,لحى جرم وبين شعر ود إخء فكن ابي وسى شعر قرب اله طعم لحم دجج عند رجل بني تيم كأن ولي فدع اله رأت أكل شيئ قذر حلف اكل أحدث اتت نبي نفر شعر حمل ولل حمل عند حمل فأت نبي نهب ابل سأل عنا نفر شعر أمر خمس ذود غر ذرى طلق قلن صنع حلف حمل عند حمل حمل غفل يمن ولل فلح رجع اله فقل حمل حمل ولل حلف أرى غير خير اتت خير حلل,774,98,Oneness; Uniqueness of Allah (Tawheed) - كتاب التوحيد,صعب
1958,قدم وفد عبد قيس فقل بين وبن شرك مضر وإن نصل شهر حرم فمر جمل امر عمل دخل جنة دعو الي ورء امر أربع وأن امر ايم بلل وهل تدر ايم بلل شهد اله إقم صلة إيتاء زكة تعط غنم خمس وأن شرب دبء نقر ظرف زفت حنتم,438,98,Oneness; Uniqueness of Allah (Tawheed) - كتاب التوحيد,صعب
